7000 17148 
3534 6135 -1
3534 6716 -1
3534 5016 1
3534 5326 -1
3534 4534 -1
3535 6413 -1
3535 5611 -1
3535 6916 -1
3536 5899 1
3536 6279 -1
3537 6287 -1
3537 5860 1
3538 4938 -1
3538 4184 -1
3538 5015 -1
3539 4228 1
3539 5945 -1
3540 5706 1
3540 6928 -1
3540 3775 -1
3540 6041 1
3541 6573 -1
3542 6653 1
3542 5722 -1
3543 5192 1
3544 4923 1
3544 4485 1
3545 5030 -1
3545 5132 -1
3545 4166 -1
3546 5906 1
3546 3737 1
3547 6758 1
3547 5789 -1
3547 4657 1
3547 4579 -1
3548 4000 1
3548 6608 -1
3549 3815 -1
3550 4847 1
3550 3940 1
3550 6220 1
3550 6256 1
3550 4852 -1
3551 6439 -1
3552 4895 1
3552 4455 1
3552 6841 1
3552 4544 -1
3553 5440 1
3553 5640 1
3553 4068 -1
3554 5877 -1
3556 5741 -1
3556 4577 1
3556 5844 1
3556 6636 -1
3556 5738 1
3557 4278 -1
3557 5096 -1
3557 5283 -1
3559 5011 -1
3559 3714 -1
3559 6419 -1
3560 6663 1
3560 5535 1
3561 4827 1
3561 4822 1
3562 6972 -1
3563 6318 -1
3563 3673 -1
3563 4551 -1
3564 4803 1
3564 3744 -1
3565 4926 1
3566 4534 1
3566 4066 1
3566 5189 -1
3567 4480 -1
3569 6097 1
3569 6254 1
3570 3731 1
3570 4519 1
3570 3876 -1
3571 5958 1
3571 3589 -1
3572 3936 1
3572 4603 -1
3572 5799 -1
3573 6786 1
3573 4220 -1
3574 4690 1
3574 4854 1
3575 3760 1
3575 5647 -1
3575 6401 -1
3576 4861 1
3576 5341 -1
3576 4965 -1
3577 6591 -1
3577 4770 1
3578 5254 -1
3578 6783 -1
3579 4331 -1
3580 5820 -1
3581 5643 -1
3581 5398 1
3581 4428 -1
3582 5417 1
3582 5055 1
3583 3905 -1
3583 6918 1
3584 5499 -1
3584 6109 -1
3584 5468 -1
3584 5328 -1
3584 6666 1
3584 6959 1
3585 5616 1
3585 4651 1
3585 6804 -1
3586 5858 1
3587 4693 -1
3587 6457 -1
3588 6963 -1
3588 4705 1
3588 5025 1
3588 5512 -1
3588 4377 1
3589 5473 1
3589 4013 1
3590 5586 -1
3590 6590 1
3590 5352 1
3590 4875 -1
3590 3854 -1
3591 6858 -1
3591 5452 1
3591 4480 1
3592 5150 1
3592 6399 1
3593 3985 -1
3593 5085 -1
3593 5353 1
3593 6192 -1
3594 4994 -1
3594 4251 -1
3595 6339 -1
3595 5170 1
3595 6273 1
3596 5941 1
3597 3708 -1
3599 5620 1
3599 4649 1
3599 3686 1
3600 6043 -1
3600 5557 1
3600 4914 1
3601 5749 1
3601 5758 1
3601 4263 1
3601 5632 -1
3602 4212 1
3604 5140 -1
3604 4616 1
3605 4639 1
3605 4347 -1
3605 5385 1
3605 3850 1
3606 5618 -1
3607 4652 1
3607 6694 1
3607 5560 -1
3607 5426 1
3607 6182 1
3608 6103 1
3608 5884 1
3608 6612 1
3608 6602 1
3610 4077 1
3610 5240 1
3611 4676 1
3611 6448 1
3611 5978 1
3611 3844 1
3611 5421 1
3612 3852 1
3612 6126 1
3612 6470 -1
3612 4580 -1
3612 4364 1
3613 3954 1
3613 6037 1
3614 5820 1
3615 3856 1
3615 5106 1
3615 5551 1
3615 5470 -1
3616 3897 -1
3616 6701 -1
3617 6338 1
3618 5164 -1
3618 4786 -1
3619 4583 1
3621 5510 -1
3621 5014 1
3622 5177 1
3622 5671 -1
3623 6981 -1
3623 5915 -1
3624 3790 -1
3624 5468 1
3624 4421 1
3625 5178 -1
3626 6167 1
3627 5607 1
3628 6571 -1
3628 3771 -1
3628 6791 -1
3628 5536 -1
3629 6309 1
3629 3914 -1
3629 6269 1
3629 6199 -1
3630 5944 1
3630 4860 -1
3630 6722 -1
3631 4163 -1
3631 6747 1
3631 3820 -1
3631 5364 1
3632 6119 1
3632 5765 1
3632 5396 1
3633 5271 -1
3633 3942 -1
3633 4428 -1
3634 6881 1
3635 6692 -1
3635 4593 -1
3636 5892 -1
3636 6419 1
3636 5673 -1
3636 5824 -1
3637 6160 -1
3638 6802 -1
3638 6388 -1
3638 6713 1
3638 6174 -1
3639 6589 -1
3640 4171 1
3640 6981 -1
3641 5987 1
3641 5837 -1
3641 4514 1
3642 4439 1
3642 6403 1
3643 6609 1
3643 4896 -1
3643 4036 1
3644 5177 1
3645 6486 -1
3645 6872 -1
3646 5942 1
3646 6760 1
3647 6246 1
3647 4963 1
3648 5556 -1
3648 4294 -1
3648 6719 1
3649 4296 1
3650 6906 -1
3650 5125 1
3651 5685 1
3651 3693 -1
3652 6865 1
3652 5569 1
3652 6701 -1
3652 6716 1
3653 6534 -1
3653 4311 1
3654 6157 1
3654 5348 1
3654 5488 1
3654 5335 -1
3654 5892 1
3654 5959 -1
3655 5837 1
3655 6865 1
3655 4449 1
3656 5577 -1
3656 5265 1
3656 6814 -1
3656 5482 -1
3656 6982 -1
3656 6137 -1
3656 3736 1
3657 4129 1
3657 5175 -1
3657 6266 -1
3658 6369 1
3658 6596 -1
3659 5354 -1
3660 5608 1
3660 4467 1
3661 3815 1
3661 5512 1
3661 5862 -1
3662 5984 -1
3662 5547 1
3663 4992 1
3663 3911 -1
3664 4430 1
3664 5130 1
3664 5387 1
3664 5403 1
3665 6404 -1
3665 4522 1
3665 6278 1
3666 6830 1
3667 5035 -1
3667 5022 -1
3667 4294 -1
3667 6373 -1
3668 4365 1
3668 4909 -1
3668 6868 1
3668 6225 1
3669 5242 1
3669 4562 -1
3669 3867 1
3670 3969 1
3670 3989 -1
3670 3831 -1
3671 4153 -1
3672 6133 1
3673 4525 -1
3673 4075 1
3673 6803 -1
3674 4630 -1
3674 4279 -1
3677 4874 1
3678 6101 -1
3678 4202 -1
3680 6952 1
3680 5157 1
3680 4999 -1
3681 3841 -1
3681 5602 -1
3681 6310 1
3681 6908 1
3682 6670 -1
3683 5041 -1
3684 4055 1
3685 6676 -1
3685 6595 1
3685 5778 -1
3685 6068 1
3686 6452 -1
3687 5296 -1
3687 3729 1
3688 5001 -1
3688 4997 -1
3689 5593 -1
3690 4282 1
3690 5341 -1
3690 5450 -1
3691 3719 -1
3692 5675 1
3692 5182 1
3692 4541 1
3692 5421 1
3692 5685 1
3693 4985 1
3693 3817 -1
3693 3907 -1
3694 4013 -1
3695 4005 1
3695 6855 -1
3696 5234 -1
3696 6936 -1
3696 5618 1
3696 3847 1
3696 3978 1
3698 4696 -1
3698 6778 1
3699 4949 -1
3700 4490 -1
3701 6892 -1
3701 5515 1
3701 6522 -1
3701 4475 1
3702 4960 -1
3704 6304 -1
3704 3962 -1
3704 4737 1
3705 6233 -1
3705 3882 -1
3706 5967 1
3706 4152 -1
3706 5449 -1
3707 4113 1
3707 5913 -1
3707 3803 1
3707 5016 -1
3708 4596 -1
3708 5874 -1
3708 6689 -1
3710 4730 -1
3710 6074 1
3711 6434 1
3711 5626 1
3711 6676 -1
3711 4571 1
3711 6691 1
3711 7000 -1
3712 5652 1
3712 4054 1
3712 5337 -1
3712 5154 -1
3713 4232 1
3714 6378 -1
3715 6513 -1
3715 6481 1
3715 6669 1
3715 5725 1
3715 5460 1
3716 6033 1
3716 6305 1
3716 5143 1
3716 6370 1
3716 5875 1
3717 4041 1
3717 6441 1
3717 5928 -1
3717 4090 1
3718 6862 1
3718 6661 1
3718 5501 1
3719 5135 1
3720 5739 1
3720 4378 1
3720 5195 -1
3721 6015 1
3721 4639 1
3721 5541 -1
3721 5092 -1
3722 6292 -1
3723 4160 -1
3723 5528 -1
3723 6338 -1
3723 6627 -1
3724 3896 -1
3725 3907 1
3727 6809 1
3727 6281 1
3728 6190 -1
3729 4667 1
3730 3749 -1
3730 3986 1
3732 5393 -1
3732 6146 -1
3732 6254 -1
3732 4010 -1
3732 5825 -1
3734 6234 -1
3734 6480 -1
3735 6927 -1
3735 6688 1
3736 6647 1
3736 6294 1
3737 4148 1
3737 6558 1
3738 6918 1
3738 5876 1
3739 5897 1
3740 5013 1
3740 5380 -1
3741 6870 -1
3741 6906 -1
3741 5880 1
3741 5523 1
3742 5757 -1
3742 6546 1
3743 6161 -1
3743 6718 1
3743 5472 1
3744 5363 -1
3745 6078 1
3745 4911 1
3745 4092 1
3745 4512 -1
3746 6330 -1
3746 5946 -1
3747 5524 1
3747 5704 -1
3748 5484 -1
3749 4392 1
3749 4407 1
3750 6808 -1
3750 6944 1
3750 6751 -1
3750 5591 1
3750 4633 1
3751 4830 -1
3751 6171 -1
3751 6722 1
3752 3963 -1
3752 6319 1
3752 4186 -1
3753 5498 -1
3754 4294 1
3754 6243 -1
3756 6424 1
3756 6590 -1
3756 5262 1
3756 4048 1
3757 5504 1
3757 6648 -1
3757 5868 -1
3757 6487 -1
3758 6972 -1
3759 4553 1
3759 5629 1
3759 5303 1
3759 6975 -1
3759 5268 1
3759 6964 1
3759 5398 -1
3760 5615 -1
3760 5517 -1
3761 6115 1
3761 5916 1
3761 4270 -1
3761 6401 -1
3763 6823 -1
3763 5506 -1
3763 4647 -1
3764 4917 -1
3764 4551 1
3765 6175 1
3765 5825 1
3765 4104 -1
3765 5651 -1
3765 5792 -1
3765 5596 -1
3766 4001 1
3766 6617 -1
3766 5331 -1
3766 4491 1
3766 4388 -1
3766 4716 -1
3766 3834 1
3766 6117 1
3766 5002 1
3767 4960 -1
3767 3931 1
3767 6022 -1
3767 5869 -1
3768 5297 1
3768 6356 1
3769 5069 -1
3769 4808 1
3769 3899 1
3770 4636 -1
3771 4468 -1
3771 4241 -1
3771 4557 1
3771 4531 1
3772 5434 1
3772 5833 1
3772 5876 -1
3774 6976 -1
3774 6241 -1
3775 6435 1
3775 5753 1
3778 5574 1
3778 4719 -1
3778 4710 -1
3779 4453 -1
3780 5393 1
3782 5291 1
3782 6134 1
3783 5182 1
3783 6115 -1
3784 5667 -1
3784 6384 -1
3785 3801 -1
3785 6309 1
3786 3979 1
3787 6074 1
3787 5323 1
3787 5883 -1
3787 4516 -1
3788 6990 1
3789 4325 1
3789 4994 1
3789 4306 -1
3790 4508 1
3791 5126 1
3791 4082 1
3792 4204 1
3793 6757 1
3793 6880 1
3793 5523 1
3793 6037 -1
3794 5749 -1
3795 3884 1
3795 4409 -1
3795 6415 -1
3795 4004 1
3795 6511 1
3798 6398 1
3798 3850 1
3798 5505 1
3799 4453 1
3800 5678 -1
3800 5982 -1
3801 4413 -1
3802 5898 -1
3802 6740 -1
3802 4057 -1
3803 3882 1
3803 5218 1
3804 5977 1
3804 5182 -1
3804 6689 1
3804 5087 1
3804 5378 1
3805 7000 -1
3806 4302 1
3807 5113 1
3808 5793 -1
3808 4504 1
3808 6212 1
3808 4985 -1
3808 6877 -1
3808 6546 -1
3809 6927 1
3810 6300 -1
3810 5117 -1
3811 6810 1
3811 4365 -1
3812 4486 1
3812 4964 1
3812 3882 1
3813 4360 -1
3813 5759 -1
3813 6568 -1
3814 4824 1
3814 5690 -1
3815 6476 -1
3815 6952 1
3816 6390 1
3817 5976 -1
3818 5722 -1
3818 5790 -1
3818 4273 1
3819 5612 1
3819 4069 1
3819 3919 1
3819 6473 1
3819 6165 -1
3819 4466 -1
3822 5306 -1
3822 4310 1
3823 3993 -1
3823 4493 -1
3825 4776 -1
3825 4486 -1
3826 5720 1
3826 5348 -1
3826 4112 -1
3827 5966 -1
3828 4477 1
3828 6079 1
3830 5380 1
3831 4429 -1
3832 4109 1
3832 4654 1
3833 6816 1
3833 4040 -1
3834 6622 -1
3834 5536 -1
3835 6995 1
3835 5351 -1
3835 6519 -1
3836 5530 -1
3836 4446 -1
3836 5573 -1
3836 4547 -1
3837 5934 1
3837 5234 -1
3838 3862 -1
3838 3992 -1
3839 3852 1
3840 5064 1
3840 6755 -1
3841 4922 1
3841 5776 1
3842 5228 -1
3842 5561 1
3843 5087 -1
3844 6359 1
3844 6982 1
3845 5060 -1
3845 4152 -1
3846 4130 1
3847 4369 1
3848 6550 1
3849 3924 1
3849 6125 -1
3851 6508 1
3851 6692 1
3851 4199 -1
3851 6960 1
3852 4551 -1
3852 5420 1
3852 6476 -1
3852 5573 1
3853 6801 -1
3853 5760 -1
3853 6663 -1
3853 6276 -1
3854 6972 1
3854 4740 1
3854 5649 -1
3856 6958 1
3856 6211 -1
3856 4447 -1
3857 6937 -1
3858 4938 -1
3860 5028 -1
3860 4481 1
3861 5639 1
3861 4508 -1
3861 6838 -1
3861 6655 -1
3861 5686 1
3861 5577 1
3862 4573 -1
3863 5538 1
3863 5390 1
3863 5427 1
3863 3940 1
3863 5102 -1
3863 4689 1
3863 5588 -1
3863 3910 1
3863 4303 -1
3863 5579 -1
3866 4881 1
3867 4918 -1
3867 6758 -1
3867 6247 1
3868 6833 1
3869 4660 -1
3869 4998 1
3870 6643 1
3870 5322 1
3870 4319 1
3870 5824 1
3870 4384 1
3871 4560 -1
3871 5144 -1
3872 5328 1
3873 4841 1
3874 6721 1
3874 6372 1
3874 4544 -1
3874 5464 -1
3874 5229 -1
3875 5043 1
3876 6196 -1
3877 6980 1
3877 4722 -1
3877 4302 -1
3877 4819 1
3879 5973 -1
3879 4675 1
3880 6671 1
3882 6955 1
3882 4452 -1
3882 5053 -1
3883 6594 1
3883 6120 1
3884 6000 -1
3884 4115 1
3884 6176 1
3884 5331 -1
3886 5545 1
3886 6202 -1
3887 6935 -1
3887 5652 1
3887 4463 -1
3887 6732 -1
3889 5611 1
3890 4341 -1
3890 6932 1
3890 6401 1
3891 6060 1
3891 4186 -1
3891 5037 -1
3892 5153 1
3894 4845 1
3895 5192 -1
3896 4255 -1
3896 6531 -1
3896 6682 -1
3897 6794 1
3898 5047 1
3898 6707 1
3899 5416 -1
3899 4933 -1
3900 6668 1
3900 6488 -1
3900 5260 1
3901 6049 -1
3901 4461 1
3902 5149 -1
3902 4763 -1
3902 4014 1
3903 5041 -1
3903 6396 -1
3904 5982 1
3904 6536 1
3904 5666 -1
3904 5050 -1
3905 6127 1
3906 4068 -1
3908 4450 1
3909 6676 -1
3909 4761 -1
3909 4112 -1
3909 6747 -1
3910 3982 1
3910 6286 1
3910 6734 1
3910 5306 -1
3910 6184 1
3911 5312 -1
3912 5595 1
3913 4031 1
3913 4797 -1
3913 5892 1
3913 6195 -1
3913 5051 1
3914 6983 1
3915 4921 1
3915 6281 1
3916 4309 -1
3916 4771 -1
3916 4831 -1
3916 3929 -1
3916 6582 1
3917 5375 1
3918 4177 1
3918 4705 -1
3918 6084 -1
3918 4245 -1
3918 4276 1
3919 4750 -1
3919 6348 1
3921 4179 -1
3921 5858 1
3922 5516 -1
3922 4529 1
3923 4196 1
3923 4310 1
3924 4539 1
3925 4934 1
3925 5875 -1
3926 6192 -1
3926 4536 1
3926 5027 -1
3927 5970 1
3927 3955 -1
3927 5218 1
3927 5151 -1
3928 4850 -1
3928 5258 1
3929 5935 -1
3930 4361 1
3931 5232 1
3931 4409 1
3932 6808 -1
3932 6325 1
3933 5693 -1
3933 6797 -1
3933 6045 1
3933 4366 -1
3934 4041 1
3937 5132 1
3937 5426 -1
3937 5719 1
3938 5141 1
3938 6968 -1
3938 5090 -1
3939 5949 -1
3939 5337 1
3939 6276 1
3940 4717 1
3940 5762 -1
3940 6097 1
3941 5319 1
3941 6567 1
3941 5389 1
3942 6552 -1
3942 6545 1
3942 4326 1
3942 4727 -1
3943 5302 1
3943 5626 -1
3943 4277 1
3944 4417 1
3946 6460 -1
3946 4604 1
3946 5975 1
3946 6353 1
3946 6136 1
3947 6032 1
3947 4498 1
3947 6194 1
3948 4884 -1
3948 5526 -1
3949 6466 -1
3949 6662 -1
3950 5080 -1
3950 6289 -1
3951 5335 1
3951 4146 1
3952 5361 -1
3952 4880 1
3953 6251 -1
3954 5701 1
3954 5244 -1
3954 4585 -1
3955 5433 1
3955 5758 1
3955 3962 1
3955 4812 1
3956 5950 -1
3956 4512 1
3956 6088 -1
3957 5014 1
3957 5489 -1
3958 4220 -1
3958 5712 1
3958 5823 1
3958 5960 1
3959 6128 -1
3959 5203 -1
3959 6150 1
3960 6463 1
3960 4729 -1
3960 5784 -1
3961 6736 -1
3961 4787 -1
3961 4025 -1
3961 4630 1
3962 6547 -1
3962 5534 -1
3963 4773 -1
3963 5923 -1
3963 4839 1
3964 4988 -1
3964 4031 -1
3964 5317 1
3966 5503 1
3966 4232 -1
3967 4308 -1
3968 5412 1
3969 4824 1
3969 5761 1
3970 4175 1
3971 6049 1
3972 4302 -1
3972 6532 1
3972 5036 -1
3972 6772 -1
3973 6584 -1
3973 4097 1
3973 6054 1
3974 6024 -1
3974 4351 1
3975 4713 1
3975 6101 -1
3976 6383 1
3976 6196 -1
3977 5558 -1
3977 5446 1
3977 4809 1
3977 4202 -1
3978 6581 1
3980 6852 -1
3980 4354 -1
3981 4770 -1
3981 5592 -1
3981 4511 -1
3981 5571 -1
3982 5573 1
3982 4340 -1
3982 4785 -1
3984 6346 -1
3984 6413 -1
3985 6577 1
3985 6466 1
3986 6415 -1
3986 4430 -1
3986 4461 -1
3986 5232 -1
3987 5038 -1
3988 6192 -1
3988 3992 1
3989 4243 1
3991 5821 -1
3992 6349 1
3993 6081 -1
3993 6700 1
3993 6224 -1
3993 4886 -1
3993 6437 -1
3994 5369 -1
3995 4562 1
3995 5141 1
3995 5252 -1
3995 6138 -1
3996 5262 1
3997 5707 1
3998 5231 -1
3998 5742 -1
3998 4591 1
3998 5176 1
3998 4882 1
3999 6534 1
3999 5847 1
4000 6035 1
4000 5931 1
4000 4878 -1
4001 5285 -1
4002 5860 1
4002 6576 -1
4002 4123 1
4002 6645 1
4002 6498 -1
4003 6410 -1
4003 4664 1
4003 5267 -1
4004 6962 1
4005 6765 -1
4006 5351 1
4006 4982 -1
4007 6540 -1
4007 5140 1
4007 6304 1
4007 6195 1
4007 6569 -1
4007 5176 1
4007 6023 1
4007 6319 1
4008 6039 -1
4009 4553 -1
4010 6838 -1
4010 4150 1
4010 4458 -1
4010 4682 -1
4011 6818 -1
4012 4569 1
4012 4840 -1
4012 4769 -1
4013 5636 -1
4013 6008 1
4014 6429 1
4014 6658 1
4014 4306 1
4016 6527 1
4016 5790 1
4016 5474 1
4016 5771 -1
4017 6076 -1
4017 6643 1
4017 6376 1
4017 5079 1
4017 4468 1
4018 5485 1
4018 5978 -1
4018 4771 1
4018 4667 1
4018 6391 -1
4019 5187 1
4021 4732 1
4022 4725 1
4022 4433 1
4022 6226 1
4022 6639 -1
4022 6696 -1
4022 4868 1
4022 5495 -1
4022 6329 1
4023 6154 1
4023 6660 1
4023 4053 1
4023 5143 1
4023 5878 1
4024 5337 1
4024 5731 1
4024 4551 -1
4024 4848 -1
4026 6005 1
4026 6185 -1
4027 6075 -1
4028 5654 -1
4028 5953 1
4028 6135 -1
4028 4353 -1
4028 6103 -1
4029 4615 -1
4030 6009 1
4031 4799 -1
4032 4052 1
4032 5252 1
4033 5885 1
4033 6764 -1
4034 6332 1
4034 5615 1
4034 6928 1
4034 6213 -1
4034 4481 -1
4034 6619 1
4035 5981 1
4035 5075 -1
4036 5932 -1
4036 4053 -1
4036 6789 -1
4037 5582 -1
4037 4442 1
4037 6625 1
4038 4059 -1
4038 4614 -1
4038 6785 1
4039 6251 -1
4039 5567 1
4039 4075 -1
4039 6746 -1
4039 6893 -1
4040 5341 -1
4040 5788 -1
4041 5469 1
4041 4788 1
4042 5003 1
4042 5223 1
4042 6831 1
4043 6786 -1
4043 4924 -1
4044 6772 1
4044 4536 1
4045 6338 1
4045 5015 -1
4046 5051 -1
4046 6531 -1
4046 5429 -1
4046 5510 1
4047 6472 1
4047 4087 -1
4048 5386 -1
4048 6747 -1
4048 5134 1
4048 4396 -1
4048 5426 1
4048 4848 1
4049 5674 1
4049 4918 -1
4049 6641 -1
4049 5996 1
4049 6240 1
4051 5161 -1
4051 6265 -1
4052 6114 1
4053 6660 -1
4053 4653 1
4053 4063 1
4054 6761 -1
4054 4615 1
4054 4240 1
4055 6891 -1
4057 6861 -1
4057 4672 -1
4057 6557 -1
4057 5616 -1
4057 5238 -1
4057 4078 -1
4058 6075 -1
4058 5482 1
4059 6838 1
4059 4087 1
4059 4394 -1
4059 6216 1
4059 6420 -1
4059 5967 1
4060 5071 1
4061 4815 1
4061 5039 -1
4062 6796 1
4062 4199 -1
4063 4284 -1
4064 5240 -1
4064 5571 1
4064 6657 -1
4065 5667 1
4065 4293 -1
4066 6975 -1
4066 6153 -1
4067 5067 -1
4067 5521 -1
4067 4398 1
4068 6283 1
4069 4839 1
4069 4139 1
4070 4734 -1
4071 6760 -1
4072 5937 -1
4072 6973 -1
4073 4978 1
4074 6849 1
4075 5290 1
4075 4521 -1
4076 5804 -1
4076 6089 1
4076 4875 1
4076 4346 1
4077 5853 -1
4077 5428 -1
4078 6658 1
4078 6894 1
4079 6300 1
4080 4199 -1
4080 6653 -1
4081 4148 1
4082 6941 -1
4083 4995 -1
4084 4758 -1
4084 6168 1
4084 6316 1
4084 6805 -1
4085 4965 1
4086 4473 -1
4086 5456 1
4087 6689 -1
4087 5793 -1
4087 6918 1
4087 4121 -1
4087 4181 1
4088 4279 -1
4088 4950 -1
4089 6537 1
4090 5196 1
4090 6702 1
4091 5868 1
4091 5196 -1
4092 6006 1
4092 5491 -1
4092 5792 -1
4093 5892 1
4093 6310 -1
4093 4745 -1
4094 5161 1
4095 6946 1
4095 5193 -1
4095 5590 1
4096 5628 -1
4096 6969 1
4097 5172 1
4097 5233 1
4097 6445 -1
4098 6999 -1
4100 6155 -1
4100 5635 -1
4101 5987 1
4101 4370 -1
4101 5937 -1
4102 6096 1
4103 6723 -1
4104 6282 -1
4104 4847 1
4105 4840 -1
4105 5867 1
4105 6767 1
4106 5544 1
4106 5955 -1
4107 4849 -1
4107 5600 -1
4107 4212 -1
4107 5436 1
4108 6822 1
4108 5333 -1
4108 4535 1
4108 4348 1
4109 6791 -1
4110 5311 -1
4110 5815 1
4111 5785 -1
4111 4208 -1
4111 4613 1
4114 6223 -1
4114 4900 -1
4115 6588 -1
4115 4678 -1
4116 6210 -1
4116 6153 -1
4116 6569 1
4118 6479 1
4118 6499 1
4118 6848 1
4118 4257 1
4120 6713 -1
4120 6205 -1
4121 4606 -1
4121 4992 1
4122 5999 -1
4122 5322 1
4122 6948 -1
4123 4616 1
4123 5281 -1
4127 5168 -1
4127 6537 -1
4127 4325 1
4127 4749 1
4128 5746 -1
4128 6981 1
4128 6020 -1
4129 6215 1
4130 4687 -1
4131 4515 -1
4131 5237 -1
4132 6291 -1
4132 4964 -1
4132 5325 -1
4133 4860 1
4133 6557 1
4134 4560 -1
4134 5525 -1
4134 4823 -1
4135 4508 -1
4135 5952 1
4136 4159 -1
4136 4572 1
4136 5439 -1
4137 4152 -1
4137 6916 1
4137 5050 1
4137 6754 -1
4137 4902 1
4138 4946 1
4139 4329 -1
4139 4524 -1
4140 4558 1
4140 6317 1
4141 5196 1
4141 5816 1
4141 6059 1
4142 5712 -1
4142 6947 -1
4142 5199 -1
4142 5998 -1
4143 4579 -1
4143 4880 1
4143 6160 1
4143 5881 1
4143 6082 -1
4143 5284 1
4143 6845 -1
4144 5380 1
4144 6350 -1
4144 4499 1
4146 6606 1
4146 5205 -1
4146 6669 1
4147 5351 -1
4147 4626 1
4147 6507 1
4148 6950 1
4148 6155 -1
4148 6323 1
4148 5901 1
4149 4315 -1
4150 6496 -1
4151 4696 -1
4152 5271 -1
4153 4930 1
4153 6226 -1
4153 5699 -1
4153 6238 -1
4154 5540 1
4154 5236 1
4155 4634 -1
4156 6377 1
4156 5443 1
4156 4951 1
4156 5368 -1
4156 5301 1
4156 6625 1
4157 5969 -1
4157 6954 -1
4157 6175 1
4158 6143 -1
4158 5157 -1
4159 4869 1
4159 6893 1
4159 4932 -1
4161 6322 1
4162 5368 1
4162 6359 1
4162 4273 1
4162 6983 1
4162 4717 1
4163 6686 -1
4163 5831 -1
4163 4446 1
4164 6629 1
4164 6563 -1
4165 4220 -1
4165 4345 -1
4165 4960 1
4165 5358 1
4166 5585 -1
4166 4267 -1
4166 4729 -1
4167 6883 -1
4167 4986 1
4168 4344 -1
4168 5672 -1
4169 5760 -1
4169 6500 -1
4169 4305 1
4170 5557 -1
4170 4779 -1
4171 5990 -1
4173 5985 -1
4174 5954 -1
4174 5108 -1
4175 5243 -1
4175 4535 1
4175 5041 1
4176 4613 -1
4176 6996 1
4176 6797 1
4177 5639 -1
4177 5248 1
4178 5728 1
4179 6874 -1
4180 4572 1
4180 5133 -1
4180 6360 -1
4180 4414 1
4180 5920 1
4180 6556 1
4181 6234 1
4183 6950 1
4184 5234 1
4184 4479 1
4184 4698 -1
4184 6392 -1
4184 4379 -1
4186 6461 -1
4187 5275 -1
4187 5907 -1
4188 6530 1
4188 6769 1
4189 6977 -1
4189 4801 -1
4190 4713 -1
4190 4916 1
4192 6184 1
4193 5506 1
4194 6522 1
4194 5896 -1
4195 6416 -1
4195 5749 1
4197 5024 -1
4197 4955 -1
4197 5448 1
4199 6968 1
4200 4257 -1
4201 5997 1
4201 4484 -1
4201 4519 1
4202 5953 1
4202 6496 -1
4202 6511 1
4202 5827 1
4202 4366 -1
4203 4487 -1
4204 4580 1
4204 5772 1
4204 5395 -1
4204 5259 1
4205 4687 -1
4205 5225 -1
4205 4954 1
4206 5710 -1
4206 6545 -1
4206 4872 -1
4206 6876 1
4207 4864 -1
4207 6729 1
4208 4678 1
4208 4429 -1
4208 5442 -1
4208 6485 -1
4208 6100 1
4209 4244 -1
4209 4995 -1
4210 5215 -1
4211 4450 1
4211 4985 -1
4211 6787 1
4213 5763 -1
4213 6006 -1
4213 6350 1
4213 6360 -1
4214 6000 -1
4214 5755 -1
4215 4718 1
4215 6381 1
4216 5302 1
4216 4238 -1
4217 5403 -1
4217 6274 1
4218 5429 -1
4218 6805 1
4219 6366 -1
4219 4250 -1
4220 5014 1
4221 4288 -1
4222 5380 1
4222 5230 1
4222 4951 1
4222 4749 -1
4222 5014 1
4223 4524 1
4223 4910 -1
4224 4242 -1
4225 4371 1
4225 5777 -1
4225 6588 -1
4226 5030 1
4227 5553 -1
4227 6394 1
4228 5738 1
4230 6482 -1
4230 4864 1
4230 5884 -1
4231 5333 1
4231 4796 -1
4231 4522 -1
4232 6459 -1
4232 5909 -1
4232 4826 -1
4232 5807 1
4233 5955 -1
4234 4482 -1
4234 5613 -1
4237 6699 -1
4238 4515 1
4239 6085 1
4240 5365 1
4241 5322 1
4241 5385 -1
4241 5642 1
4242 5932 1
4244 4987 -1
4244 4750 1
4244 6691 -1
4245 4506 -1
4246 4298 -1
4247 6289 1
4248 5047 1
4248 6992 -1
4248 4330 -1
4249 6590 -1
4249 5662 1
4250 5781 1
4250 6579 1
4251 5715 1
4251 5130 -1
4251 6721 1
4252 6142 1
4252 4568 1
4253 5921 -1
4253 5336 1
4254 4377 1
4254 4356 -1
4255 5868 -1
4255 6212 1
4256 5436 1
4256 5608 1
4257 6968 -1
4257 6659 1
4258 4391 -1
4259 6287 1
4259 6342 1
4260 5286 1
4260 5352 1
4260 4395 1
4260 4508 1
4261 4356 1
4261 5248 -1
4262 5093 1
4263 5079 1
4264 6578 1
4264 5426 1
4265 5565 -1
4266 6771 -1
4266 4478 -1
4266 5138 -1
4266 6792 1
4267 4661 -1
4267 6117 -1
4269 6511 1
4269 5421 -1
4270 6755 1
4270 6673 1
4270 5305 1
4272 6608 -1
4272 5555 1
4272 5157 -1
4273 5282 1
4273 4713 1
4273 5536 -1
4273 5123 -1
4274 4911 1
4275 5592 1
4276 4777 1
4276 4552 -1
4276 6817 1
4276 5748 -1
4279 4294 -1
4279 4777 -1
4280 6701 1
4280 4335 1
4281 6523 -1
4282 5828 -1
4282 6250 -1
4282 5486 1
4282 4952 -1
4283 4319 -1
